	98
	1	0	1	1	0	1	1	0	1	1	0	1	0	0	-1.846100
	1	0	1	1	0	1	0	2	3	0	2	3	0	0	-0.983400
	1	0	1	1	0	1	0	2	5	0	2	5	0	0	-1.157200
	0	2	3	0	2	3	0	2	3	0	2	3	0	0	-1.505000
	0	2	3	0	2	3	0	2	5	0	2	5	0	0	-3.569300
	0	2	5	0	2	5	0	2	5	0	2	5	0	0	-2.479600
	1	0	1	1	0	1	1	0	1	1	0	1	0	2	-3.869300
	1	0	1	1	0	1	0	2	3	1	0	1	0	2	-0.470580
	1	0	1	1	0	1	0	2	3	0	2	3	0	2	0.094900
	1	0	1	1	0	1	0	2	3	0	2	5	0	2	-1.344988
	1	0	1	1	0	1	0	2	5	0	2	3	0	2	1.344988
	1	0	1	1	0	1	0	2	5	0	2	5	0	2	-0.890000
	1	0	1	0	2	3	1	0	1	1	0	1	0	2	0.470580
	1	0	1	0	2	3	1	0	1	0	2	3	0	2	-1.747300
	1	0	1	0	2	3	0	2	3	1	0	1	0	2	2.057800
	1	0	1	0	2	3	0	2	3	0	2	3	0	2	0.708097
	1	0	1	0	2	3	0	2	3	0	2	5	0	2	0.812350
	1	0	1	0	2	3	0	2	5	0	2	3	0	2	-0.738750
	1	0	1	0	2	3	0	2	5	0	2	5	0	2	-0.280509
	0	2	3	1	0	1	0	2	3	1	0	1	0	2	-1.747300
	0	2	3	1	0	1	0	2	5	0	2	3	0	2	0.812350
	0	2	3	1	0	1	0	2	5	0	2	5	0	2	0.280509
	0	2	3	0	2	3	0	2	3	1	0	1	0	2	-0.708097
	0	2	3	0	2	3	0	2	3	0	2	3	0	2	-1.492700
	0	2	3	0	2	3	0	2	5	0	2	3	0	2	0.009617
	0	2	3	0	2	3	0	2	5	0	2	5	0	2	1.965800
	0	2	3	0	2	5	0	2	3	1	0	1	0	2	-0.738750
	0	2	3	0	2	5	0	2	3	0	2	3	0	2	-0.009617
	0	2	3	0	2	5	0	2	3	0	2	5	0	2	-3.129800
	0	2	3	0	2	5	0	2	5	0	2	3	0	2	3.380800
	0	2	3	0	2	5	0	2	5	0	2	5	0	2	-2.158090
	0	2	5	0	2	3	0	2	5	0	2	3	0	2	-3.129800
	0	2	5	0	2	5	0	2	5	0	2	3	0	2	2.158090
	0	2	5	0	2	5	0	2	5	0	2	5	0	2	-1.427700
	1	0	1	0	2	3	1	0	1	0	2	3	0	4	-1.003150
	1	0	1	0	2	3	0	2	3	1	0	1	0	4	-0.749850
	1	0	1	0	2	3	0	2	3	0	2	3	0	4	-0.096732
	1	0	1	0	2	3	0	2	3	0	2	5	0	4	-0.499600
	1	0	1	0	2	3	0	2	5	1	0	1	0	4	-2.150950
	1	0	1	0	2	3	0	2	5	0	2	3	0	4	-0.780700
	1	0	1	0	2	3	0	2	5	0	2	5	0	4	-0.629396
	1	0	1	0	2	5	1	0	1	0	2	3	0	4	0.443750
	1	0	1	0	2	5	1	0	1	0	2	5	0	4	-0.695650
	1	0	1	0	2	5	0	2	3	1	0	1	0	4	2.150950
	1	0	1	0	2	5	0	2	3	0	2	3	0	4	-0.391879
	1	0	1	0	2	5	0	2	3	0	2	5	0	4	0.461600
	1	0	1	0	2	5	0	2	5	1	0	1	0	4	-0.208250
	1	0	1	0	2	5	0	2	5	0	2	3	0	4	0.563800
	1	0	1	0	2	5	0	2	5	0	2	5	0	4	-0.547725
	0	2	3	1	0	1	0	2	3	1	0	1	0	4	-1.003150
	0	2	3	1	0	1	0	2	5	1	0	1	0	4	-0.443750
	0	2	3	1	0	1	0	2	5	0	2	3	0	4	-0.499600
	0	2	3	1	0	1	0	2	5	0	2	5	0	4	0.629396
